Sat Aug 21 16:28:57 2021    SYPA_Profile.txt

         1254974 function calls (1235868 primitive calls) in 2.694 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.125    0.125 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/generators/community.py:1(<module>)
1857/1696    0.021    0.000    0.124    0.000 {built-in method builtins.__build_class__}
        1    0.000    0.000    0.100    0.100 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/colorbar.py:1(<module>)
      342    0.001    0.000    0.095    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexing.py:683(__setitem__)
        1    0.001    0.001    0.095    0.095 /home/hallowstar/.local/lib/python3.9/site-packages/scipy/__init__.py:1(<module>)
      911    0.002    0.000    0.087    0.000 <frozen importlib._bootstrap_external>:645(_compile_bytecode)
       40    0.000    0.000    0.087    0.002 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/parallel.py:796(dispatch_one_batch)
        1    0.000    0.000    0.087    0.087 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/api.py:3(<module>)
        1    0.000    0.000    0.085    0.085 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/generators/intersection.py:1(<module>)
        1    0.000    0.000    0.085    0.085 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/__init__.py:1(<module>)
      911    0.085    0.000    0.085    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.084    0.084 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/__init__.py:1(<module>)
      342    0.002    0.000    0.083    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexing.py:1528(_setitem_with_indexer)
      342    0.002    0.000    0.080    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexing.py:1639(_setitem_with_indexer_split_path)
       38    0.000    0.000    0.077    0.002 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/parallel.py:759(_dispatch)
       38    0.000    0.000    0.077    0.002 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/_parallel_backends.py:529(apply_async)
       38    0.000    0.000    0.077    0.002 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/externals/loky/reusable_executor.py:175(submit)
       38    0.000    0.000    0.077    0.002 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/externals/loky/process_executor.py:1099(submit)
      342    0.002    0.000    0.076    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexing.py:1789(_setitem_single_column)
      747    0.003    0.000    0.074    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/decorator.py:196(create)
       38    0.000    0.000    0.069    0.002 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/externals/loky/process_executor.py:1091(_ensure_executor_running)
        2    0.000    0.000    0.066    0.033 {built-in method builtins.print}
       11    0.000    0.000    0.065    0.006 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/artist.py:1692(kwdoc)
        2    0.000    0.000    0.065    0.033 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/frame.py:785(__repr__)
        2    0.000    0.000    0.065    0.033 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/frame.py:859(to_string)
1047/1045    0.002    0.000    0.065    0.000 <frozen importlib._bootstrap>:558(module_from_spec)
        2    0.000    0.000    0.065    0.032 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/formats/format.py:1010(to_string)
        2    0.000    0.000    0.064    0.032 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/formats/string.py:22(to_string)
        2    0.000    0.000    0.064    0.032 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/formats/string.py:34(_get_string_representation)
     1083    0.005    0.000    0.061    0.000 <frozen importlib._bootstrap>:901(_find_spec)
        1    0.000    0.000    0.059    0.059 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/figure.py:1(<module>)
        1    0.000    0.000    0.059    0.059 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/contour.py:1(<module>)
   112/76    0.000    0.000    0.058    0.001 <frozen importlib._bootstrap_external>:1179(exec_module)
   112/76    0.013    0.000    0.058    0.001 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.054    0.054 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/projections/__init__.py:1(<module>)
        1    0.000    0.000    0.053    0.053 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/groupby/__init__.py:1(<module>)
     1183    0.053    0.000    0.053    0.000 {built-in method builtins.compile}
        1    0.000    0.000    0.053    0.053 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/groupby/generic.py:1(<module>)
     1059    0.001    0.000    0.051    0.000 <frozen importlib._bootstrap_external>:1406(find_spec)
1060/1059    0.003    0.000    0.050    0.000 <frozen importlib._bootstrap_external>:1374(_get_spec)
       18    0.000    0.000    0.050    0.003 SYPA_Scores.py:20(build_morphling)
        1    0.000    0.000    0.049    0.049 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/__init__.py:1(<module>)
       11    0.001    0.000    0.048    0.004 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/artist.py:1452(pprint_setters)
       18    0.000    0.000    0.047    0.003 /home/hallowstar/Documents/GrEvo/GrEvo/Code/Morphlings.py:154(attr_from_csv)
      747    0.006    0.000    0.047    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/decorator.py:162(make)
        1    0.001    0.001    0.047    0.047 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/externals/loky/process_executor.py:1072(_adjust_process_count)
      373    0.002    0.000    0.046    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/decorator.py:224(decorate)
        2    0.000    0.000    0.044    0.022 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/formats/string.py:148(_fit_strcols_to_terminal_width)
     3543    0.003    0.000    0.044    0.000 /usr/lib/python3.9/re.py:289(_compile)
     1664    0.011    0.000    0.043    0.000 <frozen importlib._bootstrap_external>:1505(find_spec)
  112/111    0.000    0.000    0.043    0.000 <frozen importlib._bootstrap_external>:1171(create_module)
  112/111    0.040    0.000    0.042    0.000 {built-in method _imp.create_dynamic}
1062/1024    0.003    0.000    0.042    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/series.py:238(__init__)
       10    0.000    0.000    0.042    0.004 /usr/lib/python3.9/multiprocessing/process.py:110(start)
       19    0.000    0.000    0.042    0.002 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/parsers.py:533(read_csv)
        1    0.000    0.000    0.041    0.041 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/axes/__init__.py:1(<module>)
       19    0.000    0.000    0.041    0.002 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/parsers.py:447(_read)
        1    0.000    0.000    0.041    0.041 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/axes/_subplots.py:1(<module>)
       10    0.000    0.000    0.041    0.004 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/externals/loky/backend/process.py:33(_Popen)
       10    0.001    0.000    0.040    0.004 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/externals/loky/backend/popen_loky_posix.py:47(__init__)
       10    0.002    0.000    0.040    0.004 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/externals/loky/backend/popen_loky_posix.py:122(_launch)
     2775    0.023    0.000    0.040    0.000 /usr/lib/python3.9/inspect.py:626(cleandoc)
        1    0.000    0.000    0.039    0.039 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/collections.py:1(<module>)
      201    0.001    0.000    0.039    0.000 /usr/lib/python3.9/sre_compile.py:759(compile)
       19    0.000    0.000    0.037    0.002 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/parsers.py:1055(read)
        1    0.000    0.000    0.036    0.036 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/__init__.py:1(<module>)
        1    0.000    0.000    0.035    0.035 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/frame.py:1(<module>)
      374    0.002    0.000    0.033    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/decorator.py:258(decorator)
        1    0.000    0.000    0.033    0.033 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/rcsetup.py:1(<module>)
     2349    0.002    0.000    0.031    0.000 /usr/lib/python3.9/inspect.py:607(getdoc)
        4    0.000    0.000    0.031    0.008 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/formats/string.py:28(_get_strcols)
      723    0.003    0.000    0.030    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/internals/managers.py:376(apply)
        4    0.000    0.000    0.030    0.008 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/formats/format.py:515(get_strcols)
128780/128738    0.022    0.000    0.030    0.000 {built-in method builtins.isinstance}
1147/1107    0.004    0.000    0.029    0.000 /usr/lib/python3.9/inspect.py:2244(_signature_from_callable)
      4/2    0.000    0.000    0.029    0.014 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/pyplot.py:217(switch_backend)
        4    0.000    0.000    0.029    0.007 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/formats/format.py:749(_get_strcols_without_index)
       27    0.000    0.000    0.029    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/frame.py:502(__init__)
      380    0.000    0.000    0.028    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/__init__.py:604(__getitem__)
       19    0.000    0.000    0.028    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/internals/construction.py:241(init_dict)
        1    0.000    0.000    0.028    0.028 /home/hallowstar/.local/lib/python3.9/site-packages/scipy/special/__init__.py:1(<module>)
      142    0.000    0.000    0.027    0.000 /usr/lib/python3.9/re.py:250(compile)
        1    0.000    0.000    0.027    0.027 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/blocking_input.py:1(<module>)
      316    0.001    0.000    0.027    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/overrides.py:183(decorator)
        9    0.000    0.000    0.027    0.003 /usr/lib/python3.9/importlib/__init__.py:109(import_module)
        9    0.000    0.000    0.027    0.003 <frozen importlib._bootstrap>:1018(_gcd_import)
       11    0.000    0.000    0.026    0.002 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/externals/loky/backend/fork_exec.py:36(fork_exec)
        1    0.000    0.000    0.026    0.026 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/generators/geometric.py:1(<module>)
        3    0.000    0.000    0.026    0.009 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/pyplot.py:277(backend_mod)
        1    0.000    0.000    0.026    0.026 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/text.py:1(<module>)
        1    0.000    0.000    0.026    0.026 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/backends/backend_qt5agg.py:1(<module>)
        1    0.000    0.000    0.025    0.025 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/backend_bases.py:1(<module>)
        1    0.000    0.000    0.025    0.025 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/_libs/__init__.py:1(<module>)
        1    0.000    0.000    0.025    0.025 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/arrays/__init__.py:1(<module>)
        1    0.000    0.000    0.025    0.025 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/axes/_axes.py:1(<module>)
      394    0.002    0.000    0.024    0.000 /usr/lib/python3.9/textwrap.py:414(dedent)
      429    0.001    0.000    0.024    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/artist.py:1356(get_valid_values)
       12    0.002    0.000    0.024    0.002 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/artist.py:1403(get_setters)
        1    0.001    0.001    0.024    0.024 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/backends/backend_qt5.py:1(<module>)
     1755    0.001    0.000    0.024    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/artist.py:1422(is_alias)
      201    0.001    0.000    0.024    0.000 /usr/lib/python3.9/sre_parse.py:937(parse)
      497    0.002    0.000    0.023    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexing.py:882(__getitem__)
        1    0.000    0.000    0.023    0.023 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/_libs/tslibs/__init__.py:1(<module>)
      342    0.000    0.000    0.023    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/internals/managers.py:567(setitem)
       11    0.022    0.002    0.023    0.002 {built-in method posix.fork}
       58    0.000    0.000    0.023    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/formats/format.py:796(format_col)
        1    0.000    0.000    0.023    0.023 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/backends/qt_editor/figureoptions.py:6(<module>)
        1    0.000    0.000    0.022    0.022 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/lib/__init__.py:1(<module>)
        1    0.000    0.000    0.022    0.022 /home/hallowstar/.local/lib/python3.9/site-packages/scipy/spatial/__init__.py:1(<module>)
  473/201    0.001    0.000    0.022    0.000 /usr/lib/python3.9/sre_parse.py:435(_parse_sub)
        1    0.000    0.000    0.022    0.022 /home/hallowstar/.local/lib/python3.9/site-packages/scipy/special/_basic.py:5(<module>)
       38    0.000    0.000    0.022    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/externals/loky/process_executor.py:1034(_start_executor_manager_thread)
      244    0.000    0.000    0.022    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/utils/decorators.py:21(not_implemented_for)
     1085    0.008    0.000    0.022    0.000 /usr/lib/python3.9/inspect.py:2150(_signature_from_function)
        1    0.000    0.000    0.022    0.022 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/backends/qt_compat.py:1(<module>)
        1    0.000    0.000    0.022    0.022 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/backends/qt_compat.py:74(_setup_pyqt5)
  562/212    0.008    0.000    0.022    0.000 /usr/lib/python3.9/sre_parse.py:493(_parse)
        1    0.000    0.000    0.022    0.022 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/__init__.py:1(<module>)
        1    0.000    0.000    0.022    0.022 /usr/lib/python3.9/threading.py:855(start)
      911    0.003    0.000    0.022    0.000 <frozen importlib._bootstrap_external>:1041(get_data)
        1    0.000    0.000    0.021    0.021 /usr/lib/python3.9/threading.py:556(wait)
        2    0.000    0.000    0.021    0.011 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/formats/string.py:158(<listcomp>)
        1    0.000    0.000    0.021    0.021 /home/hallowstar/.local/lib/python3.9/site-packages/scipy/special/orthogonal.py:1(<module>)
      342    0.001    0.000    0.021    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/frame.py:3217(_iset_item)
        1    0.000    0.000    0.021    0.021 /home/hallowstar/.local/lib/python3.9/site-packages/scipy/linalg/__init__.py:1(<module>)
        1    0.000    0.000    0.021    0.021 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/generic.py:1(<module>)
      747    0.004    0.000    0.020    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/decorator.py:93(__init__)
  360/342    0.002    0.000    0.020    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/internals/blocks.py:935(setitem)
        1    0.000    0.000    0.020    0.020 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/readwrite/__init__.py:1(<module>)
2104/1989    0.001    0.000    0.019    0.000 /usr/lib/python3.9/typing.py:262(inner)
        1    0.000    0.000    0.019    0.019 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/fontconfig_pattern.py:1(<module>)
      722    0.000    0.000    0.019    0.000 /usr/lib/python3.9/inspect.py:3128(signature)
       12    0.000    0.000    0.018    0.002 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/artist.py:1308(__init__)
       12    0.001    0.000    0.018    0.002 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/artist.py:1328(get_aliases)
     1047    0.003    0.000    0.018    0.000 <frozen importlib._bootstrap>:486(_init_module_attrs)
      722    0.000    0.000    0.018    0.000 /usr/lib/python3.9/inspect.py:2876(from_callable)
        1    0.000    0.000    0.018    0.018 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/api.py:1(<module>)
      578    0.001    0.000    0.018    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/internals/blocks.py:2730(make_block)
       28    0.003    0.000    0.017    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/__init__.py:709(_rc_params_in_file)
      454    0.001    0.000    0.016    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/frame.py:2934(_ixs)
       58    0.000    0.000    0.016    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/formats/format.py:1142(format_array)
        1    0.000    0.000    0.016    0.016 /home/hallowstar/.local/lib/python3.9/site-packages/pyparsing.py:27(<module>)
      342    0.001    0.000    0.016    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/generic.py:5889(copy)
      385    0.003    0.000    0.015    0.000 /usr/lib/python3.9/inspect.py:1129(getfullargspec)
      342    0.001    0.000    0.014    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/generic.py:3820(_iset_item)
      633    0.002    0.000    0.014    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/internals/blocks.py:2681(get_block_type)
      514    0.000    0.000    0.014    0.000 /usr/lib/python3.9/re.py:198(search)
     1822    0.005    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:361(cache_from_source)
      220    0.000    0.000    0.014    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/util/_decorators.py:473(__call__)
      201    0.000    0.000    0.014    0.000 /usr/lib/python3.9/sre_compile.py:598(_code)
     4192    0.002    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:135(_path_stat)
       58    0.000    0.000    0.014    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/formats/format.py:1248(get_result)
     8912    0.005    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:121(_path_join)
      342    0.006    0.000    0.013    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/internals/managers.py:1057(iset)
111503/106588    0.012    0.000    0.013    0.000 {built-in method builtins.len}
        1    0.000    0.000    0.013    0.013 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/utils/__init__.py:1(<module>)
    63669    0.012    0.000    0.013    0.000 {built-in method builtins.getattr}
     1252    0.001    0.000    0.013    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/__init__.py:574(__setitem__)
     4262    0.012    0.000    0.012    0.000 {built-in method posix.stat}
        1    0.000    0.000    0.012    0.012 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/centrality/__init__.py:1(<module>)
        1    0.000    0.000    0.012    0.012 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/style/__init__.py:1(<module>)
        1    0.000    0.000    0.012    0.012 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/style/core.py:1(<module>)
      732    0.011    0.000    0.012    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.012    0.012 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/linalg/__init__.py:1(<module>)
      116    0.000    0.000    0.011    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexing.py:1448(_getitem_tuple)
        1    0.000    0.000    0.011    0.011 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/parallel.py:1(<module>)
        1    0.000    0.000    0.011    0.011 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/style/core.py:158(load_base_library)
        1    0.000    0.000    0.011    0.011 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/style/core.py:179(read_style_directory)
      197    0.001    0.000    0.011    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/construction.py:423(sanitize_array)
      378    0.000    0.000    0.011    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/internals/blocks.py:276(make_block)
   190/91    0.002    0.000    0.011    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexes/base.py:250(__new__)
        1    0.000    0.000    0.011    0.011 /home/hallowstar/.local/lib/python3.9/site-packages/mpl_toolkits/mplot3d/__init__.py:1(<module>)
       26    0.000    0.000    0.011    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/__init__.py:783(rc_params_from_file)
     1934    0.001    0.000    0.011    0.000 <frozen importlib._bootstrap>:385(cached)
       38    0.001    0.000    0.011    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/series.py:4009(apply)
        1    0.000    0.000    0.011    0.011 /home/hallowstar/.local/lib/python3.9/site-packages/dateutil/tz/__init__.py:2(<module>)
       19    0.000    0.000    0.011    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/internals/construction.py:62(arrays_to_mgr)
        1    0.000    0.000    0.010    0.010 /home/hallowstar/.local/lib/python3.9/site-packages/mpl_toolkits/mplot3d/axes3d.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/_parallel_backends.py:1(<module>)
      342    0.001    0.000    0.010    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexing.py:611(_get_setitem_indexer)
 1122/201    0.004    0.000    0.010    0.000 /usr/lib/python3.9/sre_compile.py:71(_compile)
       19    0.000    0.000    0.010    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/series.py:372(_init_dict)
        1    0.000    0.000    0.010    0.010 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/numeric.py:1(<module>)
  372/267    0.000    0.000    0.010    0.000 /usr/lib/python3.9/typing.py:343(__getitem__)
       28    0.000    0.000    0.010    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/formats/format.py:1493(_format_strings)
        1    0.000    0.000    0.010    0.010 /home/hallowstar/.local/lib/python3.9/site-packages/dateutil/tz/tz.py:2(<module>)
        1    0.000    0.000    0.010    0.010 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/axes/_axes.py:46(Axes)
       28    0.001    0.000    0.010    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/formats/format.py:1394(get_result_as_array)
     1023    0.001    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:491(_get_cached)
        1    0.000    0.000    0.010    0.010 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/memory.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/lib/index_tricks.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/aggregation.py:1(<module>)
      362    0.000    0.000    0.009    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexes/base.py:5837(ensure_index)
      911    0.009    0.000    0.009    0.000 {built-in method io.open_code}
      190    0.000    0.000    0.009    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/util/_decorators.py:356(decorator)
        1    0.000    0.000    0.009    0.009 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/readwrite/graphml.py:1(<module>)
     2005    0.003    0.000    0.009    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/generic.py:5467(__setattr__)
        1    0.000    0.000    0.009    0.009 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/textpath.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/hallowstar/.local/lib/python3.9/site-packages/scipy/linalg/_sketches.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/hallowstar/.local/lib/python3.9/site-packages/scipy/spatial/transform/__init__.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/multiarray.py:1(<module>)
     4021    0.002    0.000    0.009    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/dtypes/base.py:254(is_dtype)
        1    0.000    0.000    0.009    0.009 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/connectivity/__init__.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexes/api.py:1(<module>)
      489    0.001    0.000    0.009    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/frame.py:3306(_box_col_values)
      394    0.009    0.000    0.009    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.009    0.009 /home/hallowstar/.local/lib/python3.9/site-packages/scipy/sparse/__init__.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/cm.py:1(<module>)
      267    0.001    0.000    0.009    0.000 /usr/lib/python3.9/typing.py:424(Union)
        1    0.000    0.000    0.008    0.008 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/pool.py:1(<module>)
