Tue Jul 20 19:06:30 2021    profile.txt

         27953028 function calls (27862936 primitive calls) in 12.900 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       70    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:852(__init__)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/backend_bases.py:147(RendererBase)
       40    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 <decorator-gen-743>:1(_open_file)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/records.py:1(<module>)
       66    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedRandom' objects}
        1    0.000    0.000    0.000    0.000 <decorator-gen-201>:1(_not_implemented_for)
      195    0.000    0.000    0.000    0.000 /usr/lib/python3.9/typing.py:197(_check_generic)
        1    0.000    0.000    0.000    0.000 <decorator-gen-227>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-265>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-317>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-505>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-357>:1(_not_implemented_for)
      594    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/scale.py:89(__init__)
        1    0.000    0.000    0.000    0.000 <decorator-gen-27>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 <decorator-gen-551>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-181>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-177>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/tseries/frequencies.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/arrays/sparse/array.py:199(SparseArray)
      396    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/axis.py:1506(set_units)
        8    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/ma/core.py:8098(__init__)
      264    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/artist.py:1160(<genexpr>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-9>:1(_random_state)
       66    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/axes/_base.py:2224(_unit_change_handler)
        1    0.000    0.000    0.000    0.000 <decorator-gen-321>:1(_not_implemented_for)
       66    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/figure.py:440(get_facecolor)
       67    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/classes/graph.py:467(add_node)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/projections/geo.py:252(AitoffAxes)
        1    0.000    0.000    0.000    0.000 <decorator-gen-31>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-233>:1(_not_implemented_for)
       28    0.000    0.000    0.000    0.000 /usr/lib/python3.9/locale.py:653(getpreferredencoding)
      317    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
        1    0.000    0.000    0.000    0.000 GrEvolution.py:83(total_char_par)
        6    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/arrays/categorical.py:63(_cat_compare_op)
       66    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/figure.py:233(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pytz/lazy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/ma/core.py:6439(__new__)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/polynomial/_polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-240>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-273>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-541>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-477>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-29>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 <decorator-gen-627>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-183>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-367>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-25>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 <decorator-gen-595>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/arrays/base.py:57(ExtensionArray)
        1    0.000    0.000    0.000    0.000 <decorator-gen-365>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/colorbar.py:1158(Colorbar)
        4    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/common.py:878(_is_binary_mode)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/pyplot.py:2326(<listcomp>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-333>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-311>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-325>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-379>:1(_not_implemented_for)
       41    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/_add_newdocs_scalars.py:62(<genexpr>)
       66    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/transforms.py:2391(transform_path_non_affine)
        1    0.000    0.000    0.000    0.000 <decorator-gen-251>:1(_not_implemented_for)
        2    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/internals/managers.py:1829(_simple_blockify)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/strings/base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-371>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/__init__.py:462(get_cachedir)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/mpl_toolkits/mplot3d/axis3d.py:5(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-661>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-205>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-249>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/excel/_pyxlsb.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-559>:1(_not_implemented_for)
      484    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/artist.py:1437(<genexpr>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-569>:1(_not_implemented_for)
       66    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/backend_bases.py:973(set_joinstyle)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/dtypes/common.py:46(<setcomp>)
      312    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/__init__.py:637(__iter__)
       99    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/backend_bases.py:1244(__init__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.9/pathlib.py:1128(home)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.9/distutils/version.py:304(__init__)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/gridspec.py:580(SubplotSpec)
        1    0.000    0.000    0.000    0.000 <decorator-gen-673>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-244>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-592>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-281>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-269>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-287>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-219>:1(_not_implemented_for)
       99    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/_layoutgrid.py:92(<listcomp>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-195>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-301>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-296>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-534>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/_compat_pickle.py:9(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-427>:1(_not_implemented_for)
       99    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/_pylab_helpers.py:56(<genexpr>)
      264    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/ticker.py:283(set_locs)
        1    0.000    0.000    0.000    0.000 <decorator-gen-207>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-313>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-533>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-431>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-179>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/scipy/sparse/data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-429>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-309>:1(_not_implemented_for)
       99    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/_layoutgrid.py:78(<listcomp>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-577>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-653>:1(_open_file)
      456    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/scipy/_lib/deprecation.py:7(_deprecated)
       33    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/gridspec.py:231(_normalize)
       13    0.000    0.000    0.000    0.000 GrEvolution.py:67(tissue_par)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/array_algos/replace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-548>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-187>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-235>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/arrays/sparse/dtype.py:28(SparseDtype)
        1    0.000    0.000    0.000    0.000 <decorator-gen-213>:1(_not_implemented_for)
       33    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/path.py:796(unit_circle)
        2    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/parsers.py:1729(_infer_types)
        1    0.000    0.000    0.000    0.000 <decorator-gen-271>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/gbq.py:1(<module>)
      521    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/font_manager.py:1224(score_size)
        1    0.000    0.000    0.000    0.000 <decorator-gen-681>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-199>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-303>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-508>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/_mathtext.py:1544(Glue)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/compat/chainmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-191>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-295>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-561>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-203>:1(_not_implemented_for)
       26    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/getlimits.py:514(__init__)
        1    0.000    0.000    0.000    0.000 <decorator-gen-209>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/polynomial/laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexes/numeric.py:35(NumericIndex)
        1    0.000    0.000    0.000    0.000 <decorator-gen-435>:1(_not_implemented_for)
       33    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/ma/extras.py:291(<listcomp>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-437>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/util/_print_versions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-255>:1(_not_implemented_for)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.9/re.py:315(_compile_repl)
        1    0.000    0.000    0.000    0.000 <decorator-gen-544>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-433>:1(_not_implemented_for)
        2    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexes/base.py:3143(get_indexer)
        1    0.000    0.000    0.000    0.000 <decorator-gen-197>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-211>:1(_not_implemented_for)
        5    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pyparsing.py:1490(_setResultsName)
        1    0.000    0.000    0.000    0.000 <decorator-gen-527>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-538>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-745>:1(_open_file)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/excel/_odfreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/_mathtext.py:71(Fonts)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/polynomial/chebyshev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/backend_managers.py:34(ToolManager)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/polynomial/hermite.py:1(<module>)
      398    0.000    0.000    0.000    0.000 /usr/lib/python3.9/sre_compile.py:453(_get_iscased)
        8    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/ma/core.py:8103(getdoc)
       38    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/dtypes/common.py:703(is_integer_dtype)
       16    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/_type_aliases.py:58(bitname)
        1    0.000    0.000    0.000    0.000 <decorator-gen-243>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/computation/parsing.py:1(<module>)
      462    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/lib/stride_tricks.py:474(_broadcast_arrays_dispatcher)
        1    0.000    0.000    0.000    0.000 <decorator-gen-239>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/groupby/numba_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/posixpath.py:396(_joinrealpath)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.9/enum.py:993(_decompose)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.9/ctypes/__init__.py:501(PYFUNCTYPE)
       99    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/_layoutgrid.py:79(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/backend_bases.py:1674(FigureCanvasBase)
        9    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/fontconfig_pattern.py:138(_family)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pytz/lazy.py:139(__new__)
       12    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/_ufunc_config.py:32(seterr)
        1    0.000    0.000    0.000    0.000 <decorator-gen-591>:1(_not_implemented_for)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.9/distutils/version.py:309(parse)
      297    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/collections.py:226(get_transforms)
        1    0.000    0.000    0.000    0.000 <decorator-gen-555>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/formats/info.py:523(TableBuilderVerboseMixin)
        1    0.000    0.000    0.000    0.000 <decorator-gen-547>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-507>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/lib/mixins.py:59(NDArrayOperatorsMixin)
       38    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 <decorator-gen-543>:1(_not_implemented_for)
      132    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/figure.py:232(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/spss.py:1(<module>)
       34    0.000    0.000    0.000    0.000 /usr/lib/python3.9/inspect.py:1864(_signature_is_builtin)
       48    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/scipy/linalg/lapack.py:876(backtickrepl)
        1    0.000    0.000    0.000    0.000 <decorator-gen-537>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/category.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.9/dataclasses.py:358(_recursive_repr)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/excel/_xlsxwriter.py:10(_XlsxStyler)
        9    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/strings/accessor.py:109(_map_and_wrap)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/groupby/categorical.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/patches.py:1234(Arrow)
       33    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/axes/_base.py:3275(set_axis_on)
        4    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pyparsing.py:2176(__radd__)
       33    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/drawing/nx_pylab.py:883(<dictcomp>)
      131    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/rcsetup.py:63(__call__)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/computation/ops.py:199(Op)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/polynomial/hermite_e.py:1(<module>)
       72    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pyparsing.py:1780(set)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/formats/css.py:30(CSSResolver)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/_mathtext.py:1932(_MathStyle)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.9/sre_parse.py:969(parse_template)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:765(exec_module)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/base.py:149(SelectionMixin)
      102    0.000    0.000    0.000    0.000 /usr/lib/python3.9/inspect.py:1746(_signature_get_user_defined_method)
       33    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/drawing/nx_pylab.py:456(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/_string_helpers.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/dtypes/cast.py:1273(maybe_infer_to_datetimelike)
       12    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/dtypes/common.py:573(is_string_dtype)
        4    0.000    0.000    0.000    0.000 {pandas._libs.lib.clean_index_list}
      443    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        6    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/internals/managers.py:157(blknos)
        2    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/algorithms.py:1661(take_nd)
       66    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/figure.py:155(update)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/textwrap.py:233(_wrap_chunks)
       33    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.raw_decoder}
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.9/pathlib.py:964(__truediv__)
      132    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/axis.py:1941(<genexpr>)
       16    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pyparsing.py:4278(__str__)
       99    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/_layoutgrid.py:93(<listcomp>)
      264    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/figure.py:73(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/computation/pytables.py:251(FilterBinOp)
      121    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pyparsing.py:1628(preParse)
       66    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/backend_bases.py:902(set_antialiased)
        2    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/internals/managers.py:232(_rebuild_blknos_and_blklocs)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/_ufunc_config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/streamplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/planarity.py:1(<module>)
       67    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/mathtext.py:423(__init__)
        7    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/util/_decorators.py:157(_deprecate_kwarg)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/arrays/numpy_.py:115(PandasArray)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/utils/heaps.py:1(<module>)
      198    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/backend_bases.py:996(set_snap)
       99    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/_layoutgrid.py:95(<listcomp>)
       23    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/rcsetup.py:364(validate_color_or_auto)
        2    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/nanops.py:442(nanany)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/hashlib.py:82(__get_builtin_constructor)
      521    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/font_manager.py:1177(score_variant)
        2    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/getlimits.py:415(_init)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/BmpImagePlugin.py:27(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/backends/backend_macosx.py:1(<module>)
       33    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/shape_base.py:139(atleast_3d)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.9/os.py:674(__getitem__)
      212    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/transforms.py:1304(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/ops/mask_ops.py:1(<module>)
       82    0.000    0.000    0.000    0.000 /usr/lib/python3.9/types.py:171(__get__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/struct.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/scipy/_lib/_pep440.py:292(__init__)
        2    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/groupby/generic.py:141(pinner)
       14    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/dtypes/common.py:1551(_is_dtype)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/excel/_base.py:593(ExcelWriter)
